vertex_id_0based,vertex_id_1based,x,y,z,u,v,sensor_00,sensor_10,sensor_01,sensor_11,weight_00,weight_10,weight_01,weight_11
4179,4180,0.844311476,1.87181866,1.0852263,0.6315601697602404,0.5327793569800775,37,38,42,43,0.2563459582980624,0.2847430439808528,0.21741336266097588,0.2414976350601089
4180,4181,0.708021879,1.64048195,1.10365129,0.5909782714499886,0.4529403202063721,32,33,37,38,0.41907665104439407,0.23975886606639643,0.21701026315565156,0.12415421973355799
4181,4182,0.916319072,1.71060884,1.13243318,0.6530013142258574,0.4771425462583273,32,33,37,38,0.12416000649278848,0.19584434589062905,0.263834736603782,0.4161609110128005
4182,4183,0.782204449,1.47855127,1.14676666,0.6130670410875797,0.39705472593423463,27,28,32,33,0.24167781944733552,0.19955601747337987,0.3060540162023457,0.25271214687693894
4183,4184,0.991595268,1.55445802,1.18041801,0.6754157244119451,0.42325170005313884,27,28,32,33,0.022219013480258246,0.05225718577579762,0.27611808887196143,0.6494057118719827
4184,4185,0.858846724,1.31843054,1.19618428,0.635888218042974,0.3417937824778218,22,23,27,28,0.09808457463944305,0.11680247067105191,0.3583625531886609,0.42675040150084415
4185,4186,1.06902862,1.39722383,1.22757387,0.6984724542420725,0.36898696067176784,27,28,32,33,0.1719335181850458,0.6622490324102047,0.03417666484666424,0.13164078455808528
4186,4187,0.939589083,1.15562212,1.24097168,0.6599302452731804,0.28560526215413906,17,18,22,23,0.000549904618023887,0.0009764252240294774,0.3597291142892543,0.6387445558686923
4187,4188,1.15018511,1.23573971,1.26172602,0.72263779405445,0.31325548340190673,22,23,27,28,0.0672479000877158,0.54717533228559,0.04220092369448441,0.3433758439322097
4188,4189,1.02730227,0.987209022,1.26411593,0.6860479219972675,0.22748245265972,17,18,22,23,0.20854661686587034,0.6066990458980499,0.04726169514505969,0.13749264209102013
4189,4190,1.2353276,1.07043433,1.28338945,0.7479900142320594,0.25620521104041527,17,18,22,23,0.003321517926696336,0.4098055275074901,0.004718425145066254,0.5821545294207473
4190,4191,1.1225512,0.818174183,1.25826526,0.7144094585818999,0.16914506761193235,12,13,17,18,0.08996848308465138,0.5420005703482957,0.05239368258774917,0.31563726397930364
4191,4192,1.32605815,0.903615534,1.27731454,0.7750061477798988,0.19863262782009852,13,14,18,19,0.19722350048986018,0.021919710028760444,0.7027519083905445,0.07810488109083494
4192,4193,1.52976954,0.98829174,1.28674912,0.8356637114941717,0.22785612081734855,18,19,23,24,0.5324589804195679,0.2775553281375527,0.12488617360374524,0.06509951783913423
